gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2233311360	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS693181969	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	PN Carara--Sendero La Meandrica	Puntarenas		6	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.796523	-84.596529							2018-02-14T00:00:00Z	14	2	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS693181969				CC0_1_0		obsr827391			2019-03-31T21:04:51.526Z		COORDINATE_ROUNDED
2233295345	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS692928069	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	La Tarde Wildlife Area	Puntarenas		3	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.582854	-83.492231							2018-12-24T00:00:00Z	24	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS692928069				CC0_1_0		obsr889112			2019-03-31T21:04:41.875Z		COORDINATE_ROUNDED
2233295302	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS692929770	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Carara National Park, Garabito CR-Puntarenas (9.7735,-84.6043)	Puntarenas		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.773493	-84.604324							2018-11-22T00:00:00Z	22	11	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS692929770				CC0_1_0		obsr312458			2019-03-31T21:04:41.659Z		
2233294085	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS692908244	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Luna Lodge	Puntarenas		5	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.448814	-83.462062							2018-12-17T00:00:00Z	17	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS692908244				CC0_1_0		obsr554898			2019-03-31T21:04:41.388Z		COORDINATE_ROUNDED
2233294081	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS692908228	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Luna Lodge	Puntarenas		4	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.448814	-83.462062							2018-12-20T00:00:00Z	20	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS692908228				CC0_1_0		obsr554898			2019-03-31T21:04:41.389Z		COORDINATE_ROUNDED
2233262114	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS692343561	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	PN Palo Verde	Guanacaste		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	10.365737	-85.326588							2018-12-30T00:00:00Z	30	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS692343561				CC0_1_0		obsr1021673			2019-03-31T21:04:19.827Z		COORDINATE_ROUNDED
2233252924	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS692195328	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Casa Orquedeas Bot. Garden	Puntarenas		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.657446	-83.258042							2018-01-11T00:00:00Z	11	1	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS692195328				CC0_1_0		obsr444010			2019-03-31T21:04:12.531Z		COORDINATE_ROUNDED
2233229570	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691831038	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Bosque del Rio Tigre Lodge	Puntarenas		4	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.52111	-83.39991							2018-12-29T00:00:00Z	29	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691831038				CC0_1_0		obsr673758			2019-03-31T21:03:57.837Z		
2233229461	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691833607	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Dos Brazos	Puntarenas		12	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.525614	-83.401843							2018-12-29T00:00:00Z	29	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691833607				CC0_1_0		obsr673758			2019-03-31T21:03:57.679Z		COORDINATE_ROUNDED
2233227332	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691828100	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Bosque del Rio Tigre Lodge	Puntarenas		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.52111	-83.39991							2018-12-30T00:00:00Z	30	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691828100				CC0_1_0		obsr197149			2019-03-31T21:03:56.293Z		
